mc,tw,t,T,E,C
753,1,752,5.50000000e+00,-2.15649802e-01,4.98116629e-01
1001,1,1000,5.50000000e+00,-2.15308780e-01,5.02546038e-01
3,3,0,5.50000000e+00,-2.12208581e-01,1
13,3,10,5.50000000e+00,-2.10363963e-01,4.99709356e-01
260,3,257,5.50000000e+00,-2.16068328e-01,5.03173828e-01
508,3,505,5.50000000e+00,-2.11402530e-01,5.02150763e-01
755,3,752,5.50000000e+00,-2.12828621e-01,4.98790923e-01
1003,3,1000,5.50000000e+00,-2.16734871e-01,5.00767299e-01
10,10,0,5.50000000e+00,-2.18331473e-01,1
20,10,10,5.50000000e+00,-2.06845238e-01,5.03162202e-01
267,10,257,5.50000000e+00,-2.21338666e-01,4.99558222e-01
515,10,505,5.50000000e+00,-2.14363219e-01,4.99930246e-01
762,10,752,5.50000000e+00,-2.13340154e-01,5.00895182e-01
1010,10,1000,5.50000000e+00,-2.14099702e-01,5.02290272e-01
31,31,0,5.50000000e+00,-2.26345486e-01,1
41,31,10,5.50000000e+00,-2.07527282e-01,4.99000186e-01
288,31,257,5.50000000e+00,-2.19447545e-01,4.98395647e-01
536,31,505,5.50000000e+00,-2.08643353e-01,4.99209449e-01
783,31,752,5.50000000e+00,-2.15541295e-01,5.00220889e-01
1031,31,1000,5.50000000e+00,-2.11511037e-01,4.99314081e-01
100,100,0,5.50000000e+00,-2.13123140e-01,1
110,100,10,5.50000000e+00,-2.12782118e-01,5.03685361e-01
357,100,257,5.50000000e+00,-2.20005580e-01,5.00244141e-01
605,100,505,5.50000000e+00,-2.14409722e-01,5.00848679e-01
852,100,752,5.50000000e+00,-2.16967386e-01,5.03185454e-01
1100,100,1000,5.50000000e+00,-2.18889509e-01,5.05429222e-01
1,1,0,5.60000000e+00,-2.08953373e-01,1
11,1,10,5.60000000e+00,-2.16145833e-01,4.99023438e-01
258,1,257,5.60000000e+00,-2.09945437e-01,5.00081380e-01
506,1,505,5.60000000e+00,-2.14750744e-01,5.01929874e-01
753,1,752,5.60000000e+00,-2.12968130e-01,5.02883185e-01
1001,1,1000,5.60000000e+00,-1.99947297e-01,4.99267578e-01
3,3,0,5.60000000e+00,-2.12363591e-01,1
13,3,10,5.60000000e+00,-2.12720114e-01,4.98942057e-01
260,3,257,5.60000000e+00,-2.15107267e-01,4.99337333e-01
508,3,505,5.60000000e+00,-2.16207837e-01,5.02360026e-01
755,3,752,5.60000000e+00,-1.99001736e-01,5.02046131e-01
1003,3,1000,5.60000000e+00,-2.04489087e-01,4.97814360e-01
10,10,0,5.60000000e+00,-2.04675099e-01,1
20,10,10,5.60000000e+00,-2.12611607e-01,5.02174014e-01
267,10,257,5.60000000e+00,-2.02954489e-01,4.98163132e-01
515,10,505,5.60000000e+00,-2.15091766e-01,4.99860491e-01
762,10,752,5.60000000e+00,-2.11092510e-01,4.99883743e-01
1010,10,1000,5.60000000e+00,-2.05202133e-01,4.99197824e-01
31,31,0,5.60000000e+00,-2.10580977e-01,1
41,31,10,5.60000000e+00,-2.15758309e-01,5.01197452e-01
288,31,257,5.60000000e+00,-2.18548487e-01,4.96186756e-01
536,31,505,5.60000000e+00,-2.22361731e-01,4.99407087e-01
783,31,752,5.60000000e+00,-2.14704241e-01,5.00744048e-01
1031,31,1000,5.60000000e+00,-1.96707589e-01,4.97174944e-01
100,100,0,5.60000000e+00,-2.08937872e-01,1
110,100,10,5.60000000e+00,-2.01264881e-01,4.99023438e-01
357,100,257,5.60000000e+00,-2.06240699e-01,4.98337519e-01
605,100,505,5.60000000e+00,-2.08658854e-01,4.99523344e-01
852,100,752,5.60000000e+00,-2.04287574e-01,4.99686105e-01
1100,100,1000,5.60000000e+00,-2.07883805e-01,5.00651042e-01
1,1,0,5.70000000e+00,-2.07418775e-01,1
11,1,10,5.70000000e+00,-1.99513269e-01,4.99279204e-01
258,1,257,5.70000000e+00,-2.02783978e-01,5.02476283e-01
506,1,505,5.70000000e+00,-2.03636533e-01,5.03743490e-01
753,1,752,5.70000000e+00,-2.02892485e-01,4.98709542e-01
1001,1,1000,5.70000000e+00,-2.12193080e-01,5.00116257e-01
3,3,0,5.70000000e+00,-2.12766617e-01,1
13,3,10,5.70000000e+00,-2.06566220e-01,4.96849423e-01
260,3,257,5.70000000e+00,-2.02241443e-01,5.01732236e-01
508,3,505,5.70000000e+00,-2.13433160e-01,4.99500093e-01
755,3,752,5.70000000e+00,-2.08658854e-01,4.99918620e-01
1003,3,1000,5.70000000e+00,-1.99792287e-01,5.00569661e-01
10,10,0,5.70000000e+00,-2.10332961e-01,1
20,10,10,5.70000000e+00,-1.98490203e-01,5.01720610e-01
267,10,257,5.70000000e+00,-1.90181672e-01,4.99221075e-01
515,10,505,5.70000000e+00,-2.01125372e-01,4.97698103e-01
762,10,752,5.70000000e+00,-2.00954861e-01,4.98918806e-01
1010,10,1000,5.70000000e+00,-2.06798735e-01,5.01069568e-01
31,31,0,5.70000000e+00,-2.03977555e-01,1
41,31,10,5.70000000e+00,-1.97668651e-01,4.96826172e-01
288,31,257,5.70000000e+00,-2.06070188e-01,5.02011254e-01
536,31,505,5.70000000e+00,-1.98009673e-01,5.00360398e-01
783,31,752,5.70000000e+00,-2.01171875e-01,5.04359654e-01
1031,31,1000,5.70000000e+00,-2.05450149e-01,4.98849051e-01
100,100,0,5.70000000e+00,-2.04706101e-01,1
110,100,10,5.70000000e+00,-2.01032366e-01,4.98372396e-01
357,100,257,5.70000000e+00,-2.00071305e-01,4.98907180e-01
605,100,505,5.70000000e+00,-2.07697793e-01,5.01116071e-01
852,100,752,5.70000000e+00,-1.98164683e-01,5.01046317e-01
1100,100,1000,5.70000000e+00,-2.18501984e-01,4.98546782e-01
1,1,0,5.80000000e+00,-2.00505332e-01,1
11,1,10,5.80000000e+00,-2.00567336e-01,5.00453404e-01
258,1,257,5.80000000e+00,-2.05837674e-01,4.99744234e-01
506,1,505,5.80000000e+00,-1.93452381e-01,5.02906436e-01
753,1,752,5.80000000e+00,-2.02628968e-01,4.97430711e-01
1001,1,1000,5.80000000e+00,-2.06612723e-01,5.02220517e-01
3,3,0,5.80000000e+00,-2.03884549e-01,1
13,3,10,5.80000000e+00,-1.94847470e-01,5.00255766e-01
260,3,257,5.80000000e+00,-1.97498140e-01,4.99011812e-01
508,3,505,5.80000000e+00,-1.98211186e-01,5.01209077e-01
755,3,752,5.80000000e+00,-1.93653894e-01,4.98709542e-01
1003,3,1000,5.80000000e+00,-2.09542411e-01,4.98883929e-01
10,10,0,5.80000000e+00,-1.98908730e-01,1
20,10,10,5.80000000e+00,-1.95777530e-01,4.96070499e-01
267,10,257,5.80000000e+00,-1.99482267e-01,4.96396019e-01
515,10,505,5.80000000e+00,-2.06349206e-01,4.97884115e-01
762,10,752,5.80000000e+00,-1.96692088e-01,5.00499907e-01
1010,10,1000,5.80000000e+00,-2.02892485e-01,5.03208705e-01
31,31,0,5.80000000e+00,-1.89794147e-01,1
41,31,10,5.80000000e+00,-1.98242188e-01,4.98895554e-01
288,31,257,5.80000000e+00,-2.10565476e-01,4.98790923e-01
536,31,505,5.80000000e+00,-1.93963914e-01,5.02301897e-01
783,31,752,5.80000000e+00,-2.00458829e-01,5.02220517e-01
1031,31,1000,5.80000000e+00,-1.88383557e-01,4.99302455e-01
100,100,0,5.80000000e+00,-2.04179067e-01,1
110,100,10,5.80000000e+00,-2.08255828e-01,5.00616164e-01
357,100,257,5.80000000e+00,-2.10084945e-01,4.98116629e-01
605,100,505,5.80000000e+00,-1.95514013e-01,5.00906808e-01
852,100,752,5.80000000e+00,-1.98133681e-01,5.01732236e-01
1100,100,1000,5.80000000e+00,-2.01047867e-01,4.98174758e-01
1,1,0,5.90000000e+00,-1.96552579e-01,1
11,1,10,5.90000000e+00,-1.99234251e-01,4.97628348e-01
258,1,257,5.90000000e+00,-1.88755580e-01,4.99407087e-01
506,1,505,5.90000000e+00,-1.95467510e-01,4.98883929e-01
753,1,752,5.90000000e+00,-1.96010045e-01,5.01615978e-01
1001,1,1000,5.90000000e+00,-1.97064112e-01,5.00930060e-01
3,3,0,5.90000000e+00,-1.94149926e-01,1
13,3,10,5.90000000e+00,-1.91344246e-01,4.98988560e-01
260,3,257,5.90000000e+00,-1.82803199e-01,5.05092076e-01
508,3,505,5.90000000e+00,-1.96072049e-01,4.99906994e-01
755,3,752,5.90000000e+00,-1.99575273e-01,5.02685547e-01
1003,3,1000,5.90000000e+00,-1.98815724e-01,5.02267020e-01
10,10,0,5.90000000e+00,-1.91328745e-01,1
20,10,10,5.90000000e+00,-1.91421751e-01,4.98256138e-01
267,10,257,5.90000000e+00,-1.94010417e-01,4.96535528e-01
515,10,505,5.90000000e+00,-1.92072793e-01,4.99232701e-01
762,10,752,5.90000000e+00,-1.97172619e-01,5.01395089e-01
1010,10,1000,5.90000000e+00,-1.89825149e-01,5.00279018e-01
31,31,0,5.90000000e+00,-1.94707961e-01,1
41,31,10,5.90000000e+00,-1.94072421e-01,4.98256138e-01
288,31,257,5.90000000e+00,-2.00985863e-01,5.00139509e-01
536,31,505,5.90000000e+00,-1.89453125e-01,5.00313895e-01
783,31,752,5.90000000e+00,-2.03481523e-01,5.00616164e-01
1031,31,1000,5.90000000e+00,-1.91638765e-01,4.98953683e-01
100,100,0,5.90000000e+00,-1.98304191e-01,1
110,100,10,5.90000000e+00,-1.93886409e-01,5.01034691e-01
357,100,257,5.90000000e+00,-1.98071677e-01,5.01069568e-01
605,100,505,5.90000000e+00,-1.91840278e-01,4.98674665e-01
852,100,752,5.90000000e+00,-2.06054688e-01,4.97639974e-01
1100,100,1000,5.90000000e+00,-1.92677331e-01,4.98814174e-01
1,1,0,6.00000000e+00,-1.92382812e-01,1
11,1,10,6.00000000e+00,-1.91313244e-01,4.98756045e-01
258,1,257,6.00000000e+00,-1.81377108e-01,4.99139695e-01
506,1,505,6.00000000e+00,-1.90197173e-01,4.99662853e-01
753,1,752,6.00000000e+00,-1.92243304e-01,5.00837054e-01
1001,1,1000,6.00000000e+00,-1.89360119e-01,5.00720796e-01
3,3,0,6.00000000e+00,-1.93343874e-01,1
13,3,10,6.00000000e+00,-1.83919271e-01,4.98918806e-01
260,3,257,6.00000000e+00,-1.96428571e-01,5.00918434e-01
508,3,505,6.00000000e+00,-1.92956349e-01,4.99011812e-01
755,3,752,6.00000000e+00,-1.91328745e-01,4.99337333e-01
1003,3,1000,6.00000000e+00,-1.91995288e-01,5.02627418e-01
10,10,0,6.00000000e+00,-1.91576761e-01,1
20,10,10,6.00000000e+00,-1.92847842e-01,5.03301711e-01
267,10,257,6.00000000e+00,-1.93064856e-01,5.01197452e-01
515,10,505,6.00000000e+00,-1.91251240e-01,5.00802176e-01
762,10,752,6.00000000e+00,-1.86647445e-01,5.02627418e-01
1010,10,1000,6.00000000e+00,-2.02985491e-01,5.02557664e-01
31,31,0,6.00000000e+00,-1.93824405e-01,1
41,31,10,6.00000000e+00,-1.89732143e-01,4.98639788e-01
288,31,257,6.00000000e+00,-1.92444816e-01,5.02766927e-01
536,31,505,6.00000000e+00,-1.90042163e-01,4.98942057e-01
783,31,752,6.00000000e+00,-1.87220982e-01,4.98825800e-01
1031,31,1000,6.00000000e+00,-1.91592262e-01,4.96070499e-01
100,100,0,6.00000000e+00,-1.93622892e-01,1
110,100,10,6.00000000e+00,-1.89282614e-01,5.02081008e-01
357,100,257,6.00000000e+00,-1.87748016e-01,5.02720424e-01
605,100,505,6.00000000e+00,-1.93622892e-01,5.02627418e-01
852,100,752,6.00000000e+00,-1.91468254e-01,5.00476656e-01
1100,100,1000,6.00000000e+00,-1.83361235e-01,5.02639044e-01
1,1,0,6.10000000e+00,-1.84740823e-01,1
11,1,10,6.10000000e+00,-1.89902654e-01,5.02313523e-01
258,1,257,6.10000000e+00,-1.84213790e-01,5.00279018e-01
506,1,505,6.10000000e+00,-1.87282986e-01,4.97930618e-01
753,1,752,6.10000000e+00,-1.86833457e-01,4.98907180e-01
1001,1,1000,6.10000000e+00,-1.97188120e-01,5.01395089e-01
3,3,0,6.10000000e+00,-1.91514757e-01,1
13,3,10,6.10000000e+00,-1.84027778e-01,4.97419085e-01
260,3,257,6.10000000e+00,-1.86647445e-01,4.98581659e-01
508,3,505,6.10000000e+00,-1.81718130e-01,4.98465402e-01
755,3,752,6.10000000e+00,-1.82260665e-01,4.99023438e-01
1003,3,1000,6.10000000e+00,-1.88569568e-01,5.02569289e-01
10,10,0,6.10000000e+00,-1.92677331e-01,1
20,10,10,6.10000000e+00,-1.87453497e-01,4.98639788e-01
267,10,257,6.10000000e+00,-1.85593378e-01,5.01964751e-01
515,10,505,6.10000000e+00,-1.80726066e-01,4.99732608e-01
762,10,752,6.10000000e+00,-1.84554812e-01,4.97279576e-01
1010,10,1000,6.10000000e+00,-1.84275794e-01,5.00546410e-01
31,31,0,6.10000000e+00,-1.88740079e-01,1
41,31,10,6.10000000e+00,-1.84942336e-01,4.96965681e-01
288,31,257,6.10000000e+00,-1.87267485e-01,4.99348958e-01
536,31,505,6.10000000e+00,-1.97033110e-01,5.00430153e-01
783,31,752,6.10000000e+00,-1.90786210e-01,5.01499721e-01
1031,31,1000,6.10000000e+00,-1.88802083e-01,5.03278460e-01
100,100,0,6.10000000e+00,-1.86817956e-01,1
110,100,10,6.10000000e+00,-1.86523438e-01,4.99267578e-01
357,100,257,6.10000000e+00,-1.81206597e-01,4.98604911e-01
605,100,505,6.10000000e+00,-1.81299603e-01,5.00825428e-01
852,100,752,6.10000000e+00,-1.89794147e-01,5.02383278e-01
1100,100,1000,6.10000000e+00,-1.88755580e-01,4.99139695e-01
1,1,0,6.20000000e+00,-1.83562748e-01,1
11,1,10,6.20000000e+00,-1.85376364e-01,5.01395089e-01
258,1,257,6.20000000e+00,-1.74277654e-01,4.99290830e-01
506,1,505,6.20000000e+00,-1.82322669e-01,4.98628162e-01
753,1,752,6.20000000e+00,-1.87515501e-01,5.00093006e-01
1001,1,1000,6.20000000e+00,-1.86988467e-01,4.97337705e-01
3,3,0,6.20000000e+00,-1.79765005e-01,1
13,3,10,6.20000000e+00,-1.86972966e-01,4.97825986e-01
260,3,257,6.20000000e+00,-1.80385045e-01,4.99720982e-01
508,3,505,6.20000000e+00,-1.80416047e-01,4.99441964e-01
755,3,752,6.20000000e+00,-1.80648562e-01,4.96465774e-01
1003,3,1000,6.20000000e+00,-1.79640997e-01,5.01185826e-01
10,10,0,6.20000000e+00,-1.81129092e-01,1
20,10,10,6.20000000e+00,-1.83206225e-01,4.99767485e-01
267,10,257,6.20000000e+00,-1.81439112e-01,4.97872489e-01
515,10,505,6.20000000e+00,-1.78245908e-01,4.98895554e-01
762,10,752,6.20000000e+00,-1.76494296e-01,5.01604353e-01
1010,10,1000,6.20000000e+00,-1.85717386e-01,5.02697173e-01
31,31,0,6.20000000e+00,-1.79408482e-01,1
41,31,10,6.20000000e+00,-1.76711310e-01,5.01488095e-01
288,31,257,6.20000000e+00,-1.86213418e-01,5.02243769e-01
536,31,505,6.20000000e+00,-1.82167659e-01,4.99965123e-01
783,31,752,6.20000000e+00,-1.78958953e-01,5.00592913e-01
1031,31,1000,6.20000000e+00,-1.80819072e-01,5.01685733e-01
100,100,0,6.20000000e+00,-1.90104167e-01,1
110,100,10,6.20000000e+00,-1.81842138e-01,5.01743862e-01
357,100,257,6.20000000e+00,-1.92351811e-01,5.01174200e-01
605,100,505,6.20000000e+00,-1.83810764e-01,4.98105004e-01
852,100,752,6.20000000e+00,-1.78710938e-01,5.00523158e-01
1100,100,1000,6.20000000e+00,-1.88693576e-01,4.97791109e-01
1,1,0,6.30000000e+00,-1.78803943e-01,1
11,1,10,6.30000000e+00,-1.76680308e-01,5.01081194e-01
258,1,257,6.30000000e+00,-1.77486359e-01,5.02894810e-01
506,1,505,6.30000000e+00,-1.75254216e-01,5.00999814e-01
753,1,752,6.30000000e+00,-1.83624752e-01,5.00511533e-01
1001,1,1000,6.30000000e+00,-1.84446305e-01,5.01755487e-01
3,3,0,6.30000000e+00,-1.68495784e-01,1
13,3,10,6.30000000e+00,-1.78664435e-01,4.99604725e-01
260,3,257,6.30000000e+00,-1.84167287e-01,5.01360212e-01
508,3,505,6.30000000e+00,-1.78571429e-01,5.02441406e-01
755,3,752,6.30000000e+00,-1.73006572e-01,4.99883743e-01
1003,3,1000,6.30000000e+00,-1.76385789e-01,5.00802176e-01
10,10,0,6.30000000e+00,-1.74820188e-01,1
20,10,10,6.30000000e+00,-1.81253100e-01,5.00174386e-01
267,10,257,6.30000000e+00,-1.75068204e-01,5.00674293e-01
515,10,505,6.30000000e+00,-1.81454613e-01,4.98488653e-01
762,10,752,6.30000000e+00,-1.81020585e-01,5.02546038e-01
1010,10,1000,6.30000000e+00,-1.81857639e-01,5.00127883e-01
31,31,0,6.30000000e+00,-1.83500744e-01,1
41,31,10,6.30000000e+00,-1.82772197e-01,4.96593657e-01
288,31,257,6.30000000e+00,-1.79361979e-01,5.00616164e-01
536,31,505,6.30000000e+00,-1.77703373e-01,5.02325149e-01
783,31,752,6.30000000e+00,-1.81780134e-01,5.03755115e-01
1031,31,1000,6.30000000e+00,-1.80633061e-01,5.03882999e-01
100,100,0,6.30000000e+00,-1.81051587e-01,1
110,100,10,6.30000000e+00,-1.77734375e-01,4.98651414e-01
357,100,257,6.30000000e+00,-1.83438740e-01,5.00383650e-01
605,100,505,6.30000000e+00,-1.74401662e-01,4.99616350e-01
852,100,752,6.30000000e+00,-1.81997148e-01,5.01057943e-01
1100,100,1000,6.30000000e+00,-1.69115823e-01,4.97756231e-01
1,1,0,6.40000000e+00,-1.69100322e-01,1
11,1,10,6.40000000e+00,-1.78090898e-01,5.00383650e-01
258,1,257,6.40000000e+00,-1.73890129e-01,4.98139881e-01
506,1,505,6.40000000e+00,-1.76959325e-01,5.03266834e-01
753,1,752,6.40000000e+00,-1.69720362e-01,4.97756231e-01
1001,1,1000,6.40000000e+00,-1.71146453e-01,5.04789807e-01
3,3,0,6.40000000e+00,-1.70541915e-01,1
13,3,10,6.40000000e+00,-1.79160466e-01,5.02592541e-01
260,3,257,6.40000000e+00,-1.69131324e-01,4.97814360e-01
508,3,505,6.40000000e+00,-1.78385417e-01,4.97918992e-01
755,3,752,6.40000000e+00,-1.65659102e-01,4.97930618e-01
1003,3,1000,6.40000000e+00,-1.68960813e-01,5.01569475e-01
10,10,0,6.40000000e+00,-1.73998636e-01,1
20,10,10,6.40000000e+00,-1.77982391e-01,5.02499535e-01
267,10,257,6.40000000e+00,-1.76246280e-01,4.99755859e-01
515,10,505,6.40000000e+00,-1.79547991e-01,4.99255952e-01
762,10,752,6.40000000e+00,-1.80974082e-01,4.97570219e-01
1010,10,1000,6.40000000e+00,-1.72851562e-01,5.02208891e-01
31,31,0,6.40000000e+00,-1.73750620e-01,1
41,31,10,6.40000000e+00,-1.80664062e-01,5.01499721e-01
288,31,257,6.40000000e+00,-1.77315848e-01,5.01383464e-01
536,31,505,6.40000000e+00,-1.72820561e-01,5.00813802e-01
783,31,752,6.40000000e+00,-1.67271205e-01,5.01197452e-01
1031,31,1000,6.40000000e+00,-1.78323413e-01,4.97849237e-01
100,100,0,6.40000000e+00,-1.68976314e-01,1
110,100,10,6.40000000e+00,-1.75920759e-01,5.01395089e-01
357,100,257,6.40000000e+00,-1.79516989e-01,4.99523344e-01
605,100,505,6.40000000e+00,-1.73208085e-01,5.00523158e-01
852,100,752,6.40000000e+00,-1.65318080e-01,5.01313709e-01
1100,100,1000,6.40000000e+00,-1.79253472e-01,4.98779297e-01
1,1,0,6.50000000e+00,-1.72991071e-01,1
11,1,10,6.50000000e+00,-1.72634549e-01,4.96570406e-01
258,1,257,6.50000000e+00,-1.66744172e-01,5.00034877e-01
506,1,505,6.50000000e+00,-1.65829613e-01,4.96500651e-01
753,1,752,6.50000000e+00,-1.69813368e-01,5.00186012e-01
1001,1,1000,6.50000000e+00,-1.74587674e-01,5.01511347e-01
3,3,0,6.50000000e+00,-1.77253844e-01,1
13,3,10,6.50000000e+00,-1.71177455e-01,5.03569103e-01
260,3,257,6.50000000e+00,-1.72231523e-01,4.97791109e-01
508,3,505,6.50000000e+00,-1.65147569e-01,5.00906808e-01
755,3,752,6.50000000e+00,-1.74246652e-01,4.99151321e-01
1003,3,1000,6.50000000e+00,-1.78137401e-01,4.95605469e-01
10,10,0,6.50000000e+00,-1.75796751e-01,1
20,10,10,6.50000000e+00,-1.75471230e-01,4.97314453e-01
267,10,257,6.50000000e+00,-1.67395213e-01,4.98163132e-01
515,10,505,6.50000000e+00,-1.73750620e-01,5.01313709e-01
762,10,752,6.50000000e+00,-1.69859871e-01,5.00755673e-01
1010,10,1000,6.50000000e+00,-1.70851935e-01,4.99407087e-01
31,31,0,6.50000000e+00,-1.74851190e-01,1
41,31,10,6.50000000e+00,-1.65907118e-01,5.01046317e-01
288,31,257,6.50000000e+00,-1.75083705e-01,5.00883557e-01
536,31,505,6.50000000e+00,-1.63814484e-01,5.01150949e-01
783,31,752,6.50000000e+00,-1.67643229e-01,4.99372210e-01
1031,31,1000,6.50000000e+00,-1.66527158e-01,4.97163318e-01
100,100,0,6.50000000e+00,-1.73719618e-01,1
110,100,10,6.50000000e+00,-1.69642857e-01,4.97639974e-01
357,100,257,6.50000000e+00,-1.75517733e-01,5.01906622e-01
605,100,505,6.50000000e+00,-1.66387649e-01,5.02685547e-01
852,100,752,6.50000000e+00,-1.76711310e-01,4.97977121e-01
1100,100,1000,6.50000000e+00,-1.62636409e-01,4.99918620e-01
1,1,0,6.60000000e+00,-1.68573289e-01,1
11,1,10,6.60000000e+00,-1.67720734e-01,5.03243583e-01
258,1,257,6.60000000e+00,-1.69394841e-01,5.01662481e-01
506,1,505,6.60000000e+00,-1.65721106e-01,4.99093192e-01
753,1,752,6.60000000e+00,-1.71611483e-01,4.99395461e-01
1001,1,1000,6.60000000e+00,-1.67534722e-01,4.94047619e-01
3,3,0,6.60000000e+00,-1.72510541e-01,1
13,3,10,6.60000000e+00,-1.68309772e-01,5.02104260e-01
260,3,257,6.60000000e+00,-1.72464038e-01,5.00616164e-01
508,3,505,6.60000000e+00,-1.72495040e-01,5.01790365e-01
755,3,752,6.60000000e+00,-1.71332465e-01,4.98325893e-01
1003,3,1000,6.60000000e+00,-1.73378596e-01,4.98174758e-01
10,10,0,6.60000000e+00,-1.68681796e-01,1
20,10,10,6.60000000e+00,-1.67069692e-01,5.01429967e-01
267,10,257,6.60000000e+00,-1.78803943e-01,5.00767299e-01
515,10,505,6.60000000e+00,-1.73115079e-01,4.98918806e-01
762,10,752,6.60000000e+00,-1.68247768e-01,5.00813802e-01
1010,10,1000,6.60000000e+00,-1.68480283e-01,5.00999814e-01
31,31,0,6.60000000e+00,-1.68790303e-01,1
41,31,10,6.60000000e+00,-1.67503720e-01,4.99360584e-01
288,31,257,6.60000000e+00,-1.70278398e-01,4.97291202e-01
536,31,505,6.60000000e+00,-1.65736607e-01,4.99302455e-01
783,31,752,6.60000000e+00,-1.73828125e-01,5.00732422e-01
1031,31,1000,6.60000000e+00,-1.67271205e-01,5.01662481e-01
100,100,0,6.60000000e+00,-1.63535466e-01,1
110,100,10,6.60000000e+00,-1.66031126e-01,4.98697917e-01
357,100,257,6.60000000e+00,-1.69007316e-01,5.00883557e-01
605,100,505,6.60000000e+00,-1.70743428e-01,4.99720982e-01
852,100,752,6.60000000e+00,-1.71270461e-01,5.00127883e-01
1100,100,1000,6.60000000e+00,-1.70185392e-01,4.96023996e-01
1,1,0,6.70000000e+00,-1.62047371e-01,1
11,1,10,6.70000000e+00,-1.63643973e-01,4.97372582e-01
258,1,257,6.70000000e+00,-1.65721106e-01,5.00941685e-01
506,1,505,6.70000000e+00,-1.62450397e-01,5.01488095e-01
753,1,752,6.70000000e+00,-1.61628844e-01,5.00523158e-01
1001,1,1000,6.70000000e+00,-1.64140005e-01,4.97616722e-01
3,3,0,6.70000000e+00,-1.65008061e-01,1
13,3,10,6.70000000e+00,-1.60419767e-01,5.01220703e-01
260,3,257,6.70000000e+00,-1.59923735e-01,5.01464844e-01
508,3,505,6.70000000e+00,-1.64264013e-01,5.00825428e-01
755,3,752,6.70000000e+00,-1.65287078e-01,5.02371652e-01
1003,3,1000,6.70000000e+00,-1.61768353e-01,5.00964937e-01
10,10,0,6.70000000e+00,-1.58156622e-01,1
20,10,10,6.70000000e+00,-1.75176711e-01,5.00790551e-01
267,10,257,6.70000000e+00,-1.63349454e-01,4.99093192e-01
515,10,505,6.70000000e+00,-1.67782738e-01,4.98581659e-01
762,10,752,6.70000000e+00,-1.65287078e-01,4.98163132e-01
1010,10,1000,6.70000000e+00,-1.59009177e-01,4.99221075e-01
31,31,0,6.70000000e+00,-1.60760789e-01,1
41,31,10,6.70000000e+00,-1.68836806e-01,4.98418899e-01
288,31,257,6.70000000e+00,-1.70448909e-01,5.01720610e-01
536,31,505,6.70000000e+00,-1.67364211e-01,4.99093192e-01
783,31,752,6.70000000e+00,-1.68867808e-01,5.02732050e-01
1031,31,1000,6.70000000e+00,-1.60993304e-01,4.99023438e-01
100,100,0,6.70000000e+00,-1.71363467e-01,1
110,100,10,6.70000000e+00,-1.65705605e-01,4.95186942e-01
357,100,257,6.70000000e+00,-1.72495040e-01,4.98209635e-01
605,100,505,6.70000000e+00,-1.64853051e-01,4.96814546e-01
852,100,752,6.70000000e+00,-1.70324901e-01,5.00906808e-01
1100,100,1000,6.70000000e+00,-1.57598586e-01,4.98965309e-01
1,1,0,6.80000000e+00,-1.57753596e-01,1
11,1,10,6.80000000e+00,-1.60714286e-01,4.98477028e-01
258,1,257,6.80000000e+00,-1.60962302e-01,5.01476469e-01
506,1,505,6.80000000e+00,-1.63488963e-01,4.99255952e-01
753,1,752,6.80000000e+00,-1.59489707e-01,4.99918620e-01
1001,1,1000,6.80000000e+00,-1.60466270e-01,4.97128441e-01
3,3,0,6.80000000e+00,-1.63705977e-01,1
13,3,10,6.80000000e+00,-1.59629216e-01,4.98872303e-01
260,3,257,6.80000000e+00,-1.59210689e-01,5.01278832e-01
508,3,505,6.80000000e+00,-1.61101811e-01,5.00720796e-01
755,3,752,6.80000000e+00,-1.61008805e-01,4.98639788e-01
1003,3,1000,6.80000000e+00,-1.57862103e-01,5.02743676e-01
10,10,0,6.80000000e+00,-1.65333581e-01,1
20,10,10,6.80000000e+00,-1.61907862e-01,4.96872675e-01
267,10,257,6.80000000e+00,-1.67922247e-01,5.02383278e-01
515,10,505,6.80000000e+00,-1.59195188e-01,5.02720424e-01
762,10,752,6.80000000e+00,-1.62434896e-01,4.98058501e-01
1010,10,1000,6.80000000e+00,-1.62992932e-01,4.97244699e-01
31,31,0,6.80000000e+00,-1.64279514e-01,1
41,31,10,6.80000000e+00,-1.59892733e-01,5.01302083e-01
288,31,257,6.80000000e+00,-1.65395585e-01,5.00906808e-01
536,31,505,6.80000000e+00,-1.63938492e-01,5.01662481e-01
783,31,752,6.80000000e+00,-1.62791419e-01,4.99604725e-01
1031,31,1000,6.80000000e+00,-1.59257192e-01,5.00151135e-01
100,100,0,6.80000000e+00,-1.58435640e-01,1
110,100,10,6.80000000e+00,-1.58404638e-01,5.01778739e-01
357,100,257,6.80000000e+00,-1.60032242e-01,4.98232887e-01
605,100,505,6.80000000e+00,-1.63240947e-01,4.95710100e-01
852,100,752,6.80000000e+00,-1.61210317e-01,5.00209263e-01
1100,100,1000,6.80000000e+00,-1.62930928e-01,5.01371838e-01
1,1,0,6.90000000e+00,-1.54389881e-01,1
11,1,10,6.90000000e+00,-1.55722966e-01,4.98942057e-01
258,1,257,6.90000000e+00,-1.61117312e-01,5.00848679e-01
506,1,505,6.90000000e+00,-1.63643973e-01,4.98663039e-01
753,1,752,6.90000000e+00,-1.57660590e-01,4.98558408e-01
